9961796,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,"Perkins, Stephanie",,,,0,3.92,Dutton Books,Hardcover,338,2011,2011,,2020/09/22,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,030788743X,9780307887436,5,4.24,Crown Publishers,Hardcover,374,2011,2011,,2020/06/25,,,read,,,,1,0
2282133,"Frostbite (Vampire Academy, #2)",Richelle Mead,"Mead, Richelle",,,,5,4.26,Razorbill,Paperback,327,2008,2008,,2020/06/25,,,read,,,,1,0
18335634,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,"Clare, Cassandra",,1406321346,9781406321340,5,4.56,Walker Books Ltd,Paperback,567,2013,2013,,2020/06/25,,,read,,,,1,0
6487308,"Fallen (Fallen, #1)",Lauren Kate,"Kate, Lauren",,385738935,9780385738934,3,3.72,Delacorte Press,Hardcover,452,2009,2009,,2020/06/25,,,read,,,,1,0
18635016,"The One (The Selection, #3)",Kiera Cass,"Cass, Kiera",,62059998,9780062059994,4,4.17,HarperTeen,Hardcover,323,2014,2014,,2020/06/25,,,read,,,,1,0
10025305,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,"Clare, Cassandra",,1416975888,9781416975885,5,4.43,Margaret K. McElderry Books,Hardcover,498,2011,2011,,2020/06/25,,,read,,,,1,0
16248068,"The Elite (The Selection, #2)",Kiera Cass,"Cass, Kiera",,62059963,9780062059963,4,3.96,HarperTeen,Hardcover,336,2013,2013,,2020/06/25,,,read,,,,1,0
7631105,"The Scorch Trials (The Maze Runner, #2)",James Dashner,"Dashner, James",,385738757,9780385738750,5,3.90,Delacorte Press,Hardcover,362,2010,2010,,2020/06/25,,,read,,,,1,0
15749186,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,"Han, Jenny",,,,5,4.06,Simon & Schuster Books for Young Readers,Hardcover,355,2014,2014,,2020/06/25,,,read,,,,1,0
6936382,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,"Perkins, Stephanie",,525423273,9780525423270,5,3.98,Dutton Juvenile,Hardcover,372,2010,2010,,2020/06/25,,,read,,,,1,0
9275658,"Legend (Legend, #1)",Marie Lu,"Lu, Marie",,,,5,4.16,Putnam Juvenile,Hardcover,305,2011,2011,,2020/06/25,,,read,,,,1,0
345627,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,"Mead, Richelle",,159514174X,9781595141743,5,4.11,Razorbill,Paperback,332,2007,2007,,2020/06/25,,,read,,,,1,0
10507293,"The Selection (The Selection, #1)",Kiera Cass,"Cass, Kiera",,62059939,9780062059932,3,4.09,HarperTeen,Hardcover,336,2012,2012,,2020/06/25,,,read,,,,1,0
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,385737947,9780385737944,5,4.04,Delacorte Press,Hardcover,384,2009,2009,,2020/06/25,,,read,,,,1,0
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,,,5,4.08,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,,2020/06/25,,,read,,,,1,0
17675462,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,545424925,9780545424929,5,4.05,Scholastic Press,Hardcover,409,2012,2012,,2020/06/25,,,read,,,,1,0
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,,,5,3.86,Disney-Hyperion,Paperback,396,2003,2001,,2020/06/25,,,read,,,,1,0
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,1416975861,9781416975861,5,4.32,Margaret K. McElderry Books,Hardcover,479,2010,2010,,2020/06/25,,,read,,,,1,0
22328546,"Red Queen (Red Queen, #1)",Victoria Aveyard,"Aveyard, Victoria",,,,3,4.02,HarperTeen,Hardcover,388,2015,2015,,2020/06/25,,,read,,,,1,0
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",Mette Egerod,1416914307,9781416914303,5,4.29,Margaret K. McElderry Books,Hardcover,541,2009,2009,,2020/06/25,,,read,,,,1,0
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,1423101472,9781423101475,5,4.53,Disney-Hyperion Books,Hardcover,381,2009,2009,,2020/06/25,,,read,,,,1,0
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,,,4,3.92,Quirk,Hardcover,352,2011,2011,,2020/06/25,,,read,,,,1,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,,,5,4.25,William Morrow,Mass Market Paperback,491,2006,1990,,2020/06/25,,,read,,,,1,0
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,"Clare, Cassandra",,1416914285,9781416914280,5,4.08,Margaret K. McElderry Books,Hardcover,485,2007,2007,,2020/06/25,,,read,,,,1,0
